Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_rsi(14),Exit_rsi(14),Entry_SMA(20),Exit_SMA(20),Entry_SMA(50),Exit_SMA(50)
15,81,207,651.3086615388694,915.510710232626,,,3963.0307304063494,0.4056479888805984,2020-05-04,2020-10-29,178 days,,66.1486207686424,31.3984923975141,575.3135955810546,993.5423095703125,559.4696087646485,998.14140625
15,253,257,902.6743019418219,888.8292879317631,,,-207.67521015088164,-0.015337773525041731,2021-01-05,2021-01-11,6 days,,45.8942006441194,36.63912658881761,909.6850433349609,901.0399566650391,907.3389587402344,903.2533142089844
14,266,269,967.7731879047941,861.9416323318864,,,-1481.6417780207084,-0.10935574253925195,2021-01-22,2021-01-28,6 days,,58.40232223016443,39.4086983028454,907.0959991455078,900.7626098632812,904.9568933105469,902.5166027832031
12,282,286,935.1091998586446,953.5614633426849,,,221.4271618084831,0.01973273654759211,2021-02-16,2021-02-22,6 days,,61.63603035161027,51.50086856252887,904.1803009033204,904.621548461914,903.3523474121093,905.6761962890625
13,288,319,930.6393774133549,882.0443511705124,,,-631.7353411569517,-0.05221681719283022,2021-02-24,2021-04-13,48 days,,57.774850909139325,37.89760476964426,910.3165618896485,926.1374328613281,906.4770971679687,934.6429211425781
11,353,388,1018.2018775969761,978.5236883475874,,,-436.4600817432764,-0.03896888242146235,2021-06-03,2021-07-23,50 days,,76.91784427742998,48.45947583522452,922.2887969970703,963.8409271240234,913.158447265625,970.268984375
10,412,471,1025.537060828841,1091.094337205929,,,655.5727637708787,0.06392482425169921,2021-08-27,2021-11-24,89 days,,66.75221918992767,31.97082353862797,979.3809967041016,1152.9738891601562,974.287236328125,1162.2287060546876
10,511,529,1159.8609197014437,1077.891176859042,,,-819.6974284240173,-0.07067204476852385,2022-01-19,2022-02-15,27 days,,59.792503941606235,53.18543390182984,1121.0100891113282,1096.3046142578125,1116.6498461914061,1102.7058422851562
8,557,597,1209.3725718817284,1188.7656868761558,,,-164.85508004458097,-0.01703931896976074,2022-03-29,2022-05-27,59 days,,68.71305238610135,49.57778852152259,1116.4600463867187,1177.9716491699219,1105.84388671875,1190.9611791992188
8,608,622,1214.8740270806295,1180.4449625544526,,,-275.43251620941555,-0.02833961691395348,2022-06-13,2022-07-01,18 days,,50.422512261543574,37.16999502632246,1215.8768737792968,1192.347265625,1209.269560546875,1198.0927124023438
8,654,682,1223.4373321252378,1085.616603879626,,,-1102.5658259648953,-0.11265041913197382,2022-08-18,2022-09-28,41 days,,66.513037027253,27.042438264416813,1167.9290649414063,1159.247021484375,1158.461982421875,1168.531826171875
7,711,748,1195.84090029793,1179.7660763230713,,,-112.52376782401052,-0.013442276452372393,2022-11-11,2023-01-03,53 days,,66.29871832065065,45.75318440468561,1153.669122314453,1187.3010131835938,1147.0142626953125,1191.8813061523438
8,826,916,1120.502932336615,1206.754236529765,,,690.0104335451997,0.0769755274207875,2023-05-02,2023-09-07,128 days,,67.8175102796808,41.130040572499254,1081.2574951171875,1236.7362854003907,1074.9763415527343,1242.4037109375
8,970,1059,1199.9274731378698,1461.3900701830325,,,2091.700776361302,0.21789866712645978,2023-11-29,2024-04-10,133 days,,64.17702470036853,54.28350928450917,1169.4708129882813,1454.4436340332031,1165.916396484375,1457.6497485351563
8,1065,1073,1467.4693666335522,1466.0243846941194,,,-11.559855515462914,-0.0009846760500000773,2024-04-22,2024-05-03,11 days,,54.91022616090507,40.86409205715195,1463.9114868164063,1459.5687438964844,1461.7627880859375,1461.8494995117187
7,1102,1143,1465.0277352531252,1458.5995961882188,,,-44.996973454344925,-0.00438772516739816,2024-06-14,2024-08-14,61 days,,55.246171678671,41.4197604586015,1449.149102783203,1487.8776733398438,1446.3760180664062,1499.5535473632813
9,1265,1274,1273.699951171875,1219.5,,,-487.799560546875,-0.04255315478500887,2025-02-06,2025-02-19,13 days,,56.11530507807633,43.45077410032104,1261.9324890136718,1245.1,1258.9280004882812,1246.0769995117187
